Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,33,New Hampshire,234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION WITHOUT MCC,72,167202.15278,41982.597222,39095.222222
State,33,New Hampshire,235,CORONARY BYPASS W/O CARDIAC CATH W MCC,90,238802.43333,45320.922222,39152.377778
State,33,New Hampshire,236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,108,133571.84259,29362.268519,28045.962963
State,33,New Hampshire,239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,42,138187.09524,43516.761905,38090.642857
State,33,New Hampshire,240,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB AND TO,36,81653,24356.944444,21773.527778
State,33,New Hampshire,242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,118,103106.83898,29127.101695,26413.330508
State,33,New Hampshire,243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,145,75026.765517,19762.372414,18164.737931
State,33,New Hampshire,244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,91,65409.571429,15497.945055,14150.428571
State,33,New Hampshire,246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH,288,116469.40625,28788.506944,24214.996528
State,33,New Hampshire,247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,566,85750.381625,16852.595406,14297.022968
State,33,New Hampshire,250,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITHOUT CORONARY ARTERY STENT,21,85098.190476,22901.904762,21317.952381
State,33,New Hampshire,251,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,16,65099.125,15508.0625,11377.375
State,33,New Hampshire,252,OTHER VASCULAR PROCEDURES WITH MCC,109,120001.23853,31208.954128,28004.834862
State,33,New Hampshire,253,OTHER VASCULAR PROCEDURES W CC,149,94487.362416,23676.812081,19197.436242
State,33,New Hampshire,254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,59,69969.050847,14478.983051,11948.254237
State,33,New Hampshire,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,11,47398.363636,15549.727273,14533.818182
State,33,New Hampshire,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,35,84686.371429,26420.057143,25248.742857
State,33,New Hampshire,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WIT,144,231316.70139,56280.3125,54995.576389
State,33,New Hampshire,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT & SUPPLEMENT PROCEDURES W/O M,285,175359.34035,47297.414035,43784.308772
State,33,New Hampshire,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,24,244586.125,73398.208333,70672.291667
State,33,New Hampshire,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,84,130329.58333,37811.464286,32763.52381
State,33,New Hampshire,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,122,152464.7459,42802.696721,39617.180328
State,33,New Hampshire,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,117,112670.88889,29385.299145,27947.871795
State,33,New Hampshire,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,35,80986.971429,24630.228571,18328.342857
State,33,New Hampshire,273,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,29,118813.96552,34763.862069,30936.413793
State,33,New Hampshire,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,166,100346.73494,26063.783133,23466.86747
State,33,New Hampshire,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",626,41919.201278,12702.397764,11135.522364
State,33,New Hampshire,281,"""ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC""",367,32220.588556,7784.7929155,6318.5122616
State,33,New Hampshire,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",177,29973.180791,6199.3220339,4649.8474576
State,33,New Hampshire,283,"""ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC""",74,52180.459459,14273.378378,13018.310811
State,33,New Hampshire,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC",11,61465.545455,8229.5454545,2433
State,33,New Hampshire,286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",200,60879.435,17462.5,15371.33
State,33,New Hampshire,287,"""CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH",287,41500.996516,9594.6167247,7465.5087108
State,33,New Hampshire,288,ACUTE & SUBACUTE ENDOCARDITIS W MCC,17,68305.235294,22411,21386.882353
State,33,New Hampshire,291,HEART FAILURE AND SHOCK WITH MCC,1813,31942.867071,10088.756757,8873.5146167
State,33,New Hampshire,292,HEART FAILURE & SHOCK W CC,334,23787.011976,7000.8413174,6014.7634731
State,33,New Hampshire,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,60,20819.683333,5056.7,3884.4333333
State,33,New Hampshire,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,58,41996.603448,11474.672414,9871.7068966
State,33,New Hampshire,300,PERIPHERAL VASCULAR DISORDERS W CC,95,26444.126316,8172.4105263,7156.2736842
State,33,New Hampshire,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,27,25215.518519,8033.8518519,4107.5925926
State,33,New Hampshire,302,ATHEROSCLEROSIS W MCC,18,30345.055556,8909.5555556,7923.4444444
State,33,New Hampshire,303,ATHEROSCLEROSIS WITHOUT MCC,73,23799.69863,5563.9589041,4459.3013699
State,33,New Hampshire,304,HYPERTENSION W MCC,48,33394.416667,8751,7008.1458333
State,33,New Hampshire,305,HYPERTENSION WITHOUT MCC,140,24857.928571,5722.05,4390.1785714
State,33,New Hampshire,306,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,17,35859.352941,10093,9015.7647059
State,33,New Hampshire,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,17,22552.529412,6337.7647059,5340.7058824
State,33,New Hampshire,308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,379,32593.659631,9600.7704485,8109.6728232
State,33,New Hampshire,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,418,22596.741627,6091.8181818,4713.9497608
State,33,New Hampshire,310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,285,15889.922807,4721.0245614,3153.8666667
State,33,New Hampshire,311,ANGINA PECTORIS,23,23925.347826,5528.4782609,4157.7391304
State,33,New Hampshire,312,SYNCOPE & COLLAPSE,286,29219.912587,6136.958042,5030.3496503
State,33,New Hampshire,313,CHEST PAIN,125,24406.88,5417.52,4265.024
State,33,New Hampshire,314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,165,50323.430303,16106.709091,14374.406061
State,33,New Hampshire,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,88,28763.227273,7965.8181818,6842.4431818
State,33,New Hampshire,316,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,22,22023.090909,6414.5454545,4267.6363636
State,33,New Hampshire,326,"""STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC""",47,116744.02128,44299.787234,42399.808511
State,33,New Hampshire,327,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",40,74952.475,22714.225,21147
State,33,New Hampshire,328,"""STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC""",17,47263.764706,12182.529412,10871.176471
State,33,New Hampshire,329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,230,121507.8087,43089.03913,38277.895652
State,33,New Hampshire,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,219,71707.246575,20555.557078,18113.356164
State,33,New Hampshire,331,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,102,56626.656863,13314.754902,11568.45098
State,33,New Hampshire,335,PERITONEAL ADHESIOLYSIS W MCC,30,88181.766667,34842.066667,29716.933333
State,33,New Hampshire,336,PERITONEAL ADHESIOLYSIS WITH CC,33,54333.69697,19135.060606,15466.575758
State,33,New Hampshire,337,PERITONEAL ADHESIOLYSIS W/O CC/MCC,22,43209.863636,13510.5,10057.409091
State,33,New Hampshire,339,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,20,48987,12298.3,10529.35
State,33,New Hampshire,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,11,58679.090909,14922.818182,9464.9090909
State,33,New Hampshire,343,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,12,37132.583333,8800.1666667,7617.8333333
State,33,New Hampshire,345,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,15,42478.333333,12557.333333,11250.6
State,33,New Hampshire,351,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,18,46570.722222,10921.444444,9445.2222222
State,33,New Hampshire,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,12,35125.583333,8161,6832.5
State,33,New Hampshire,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,31,48695.322581,14905.451613,10859.354839
State,33,New Hampshire,355,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,28,39109.035714,11138,8406.6428571
State,33,New Hampshire,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,38,135458.81579,38944.842105,36944.684211
State,33,New Hampshire,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,27,64890,18163.333333,16949.851852
State,33,New Hampshire,368,MAJOR ESOPHAGEAL DISORDERS W MCC,11,40439.727273,13837.454545,12920.545455
State,33,New Hampshire,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,11,24328,10233.272727,5472.3636364
State,33,New Hampshire,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,82,41847.573171,13394.487805,12310.121951
State,33,New Hampshire,372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,113,25969.097345,7725.7787611,6560.5309735
State,33,New Hampshire,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT C,20,24422.05,5808.6,4929.6
State,33,New Hampshire,374,DIGESTIVE MALIGNANCY W MCC,57,49345.631579,15752.491228,13739.789474
State,33,New Hampshire,375,DIGESTIVE MALIGNANCY WITH CC,54,36399.185185,9287.6111111,8079.4074074
State,33,New Hampshire,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,276,43291.471014,13674.17029,12095.692029
State,33,New Hampshire,378,G.I. HEMORRHAGE W CC,534,27586.659176,7941.0655431,6544.6067416
State,33,New Hampshire,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,47,17729.595745,5180.0212766,3953
State,33,New Hampshire,380,COMPLICATED PEPTIC ULCER W MCC,28,45407,15323.357143,13609.928571
State,33,New Hampshire,381,COMPLICATED PEPTIC ULCER WITH CC,32,31597.8125,8717.65625,6941.46875
State,33,New Hampshire,384,UNCOMPLICATED PEPTIC ULCER W/O MCC,17,28864.647059,8256.7058824,4697.3529412
State,33,New Hampshire,385,INFLAMMATORY BOWEL DISEASE WITH MCC,19,51743.526316,15865.736842,14312.210526
State,33,New Hampshire,386,INFLAMMATORY BOWEL DISEASE W CC,30,26969.3,8300.0333333,6335.5
State,33,New Hampshire,387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,26,20931.230769,6485.2307692,3592.5769231
State,33,New Hampshire,388,G.I. OBSTRUCTION W MCC,98,37464.612245,11742.704082,10512.030612
State,33,New Hampshire,389,GASTROINTESTINAL OBSTRUCTION WITH CC,230,22451.9,6854.8652174,5254.926087
State,33,New Hampshire,390,G.I. OBSTRUCTION W/O CC/MCC,136,17716.463235,4933.4191176,3270.2279412
State,33,New Hampshire,391,"""ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS",180,35697.516667,9757.2666667,8367.7666667
State,33,New Hampshire,392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",522,25137.145594,6159.1877395,4612.7796935
State,33,New Hampshire,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,116,39217.267241,13377.413793,11283.681034
State,33,New Hampshire,394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,176,26073.943182,7553.4204545,6233.3579545
State,33,New Hampshire,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,37,23132.189189,5369.6486486,3835.2702703
State,33,New Hampshire,405,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",11,128141.90909,57004.272727,46575.272727
State,33,New Hampshire,406,"""PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC""",21,89490.095238,26315.857143,24287.571429
State,33,New Hampshire,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,12,71328.75,15820.583333,14137.916667
State,33,New Hampshire,417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,76,69042.460526,18725.815789,17090.578947
State,33,New Hampshire,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,90,55892.277778,13883.944444,11700.411111
State,33,New Hampshire,419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,56,48252.607143,10068.071429,8092.3392857
State,33,New Hampshire,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,83,50825.349398,14749.096386,12659.843373
State,33,New Hampshire,433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,49,33704.020408,8089.8367347,6815.1428571
State,33,New Hampshire,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,65,48326.861538,13345.584615,12098.184615
State,33,New Hampshire,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,34,27410.382353,8761.1764706,7253.8823529
State,33,New Hampshire,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,72,45261.263889,15176.027778,11017.333333
State,33,New Hampshire,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,126,26185.261905,7295.5873016,5443.1507937
State,33,New Hampshire,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,55,20947.909091,5404.3090909,3299.9454545
State,33,New Hampshire,441,"DISORDERS OF LIVER EXCEPT MALIG, CIRR, ALC HEPA W MCC",77,53298.714286,14137.519481,12979.155844
State,33,New Hampshire,442,"""DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATI",78,27911.294872,8593.8461538,6355.5384615
State,33,New Hampshire,444,DISORDERS OF THE BILIARY TRACT WITH MCC,76,54750.092105,14683.684211,12990.25
State,33,New Hampshire,445,DISORDERS OF THE BILIARY TRACT W CC,101,34810.594059,8363.9108911,6854.7821782
State,33,New Hampshire,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,29,30147.827586,6980.0344828,4671.5172414
State,33,New Hampshire,454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,22,160559.09091,52321.954545,50570.636364
State,33,New Hampshire,457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,15,136970.33333,55814.6,53986.4
State,33,New Hampshire,459,SPINAL FUSION EXCEPT CERVICAL W MCC,17,175365.11765,61170.588235,52043.058824
State,33,New Hampshire,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,170,114961.22353,32317.088235,29488.452941
State,33,New Hampshire,463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",19,105484.89474,44801.631579,42336.894737
State,33,New Hampshire,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND,31,66648.677419,23567.451613,19109.935484
State,33,New Hampshire,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,47,103118.48936,43387.765957,41783.978723
State,33,New Hampshire,467,REVISION OF HIP OR KNEE REPLACEMENT W CC,140,83952.064286,30024.721429,25902.928571
State,33,New Hampshire,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,100,94260.93,21704.17,18767.15
State,33,New Hampshire,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREM,118,88840.449153,23910.483051,22033.466102
State,33,New Hampshire,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREM,1150,60570.784348,15189.289565,12353.103478
State,33,New Hampshire,471,CERVICAL SPINAL FUSION W MCC,15,103754.06667,45551.133333,43808.066667
State,33,New Hampshire,472,CERVICAL SPINAL FUSION WITH CC,43,96304.093023,26430.627907,22299.27907
State,33,New Hampshire,473,CERVICAL SPINAL FUSION W/O CC/MCC,25,74159.2,19426.28,17914.64
State,33,New Hampshire,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDER,25,112360.6,30613.4,28279.96
State,33,New Hampshire,475,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,15,70046.066667,18561.6,15016.2
State,33,New Hampshire,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,21,73032.47619,23106.47619,21520.047619
State,33,New Hampshire,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,38,80258.684211,18774.868421,17468.763158
State,33,New Hampshire,479,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,12,60170.583333,14858.25,13573.166667
State,33,New Hampshire,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,184,85284.396739,24676.467391,22698.195652
State,33,New Hampshire,481,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,380,63496.478947,16009.928947,14073.736842
State,33,New Hampshire,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,78,47759.076923,12086.730769,10407.064103
State,33,New Hampshire,483,MAJOR JOINT/LIMB REATTACHMENT PROCEDURE OF UPPER EXTREMITIES,286,84561.961538,20176.804196,16260.611888
State,33,New Hampshire,486,KNEE PROCEDURES W PDX OF INFECTION W CC,18,57724.166667,15648.777778,14652.611111
State,33,New Hampshire,492,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W MCC",35,93759.714286,29513.657143,26502.8
State,33,New Hampshire,493,"""LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR W",102,68599.686275,18556.166667,16518.892157
State,33,New Hampshire,494,"LOWER EXTREM & HUMER PROC EXCEPT HIP, FOOT, FEMUR W/O CC/MCC",62,60436.83871,15058.354839,11199.241935
State,33,New Hampshire,501,SOFT TISSUE PROCEDURES WITH CC,28,48270.25,13651.821429,11638.892857
State,33,New Hampshire,502,SOFT TISSUE PROCEDURES W/O CC/MCC,12,34003,10231.083333,8774.3333333
State,33,New Hampshire,504,FOOT PROCEDURES W CC,20,62397.9,14673.25,13403.4
State,33,New Hampshire,510,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W MCC",12,95421.75,19118.833333,14943.25
State,33,New Hampshire,511,"""SHOULDER, ELBOW OR FOREARM PROCEDURES, EXCEPT MAJOR JOINT PROCEDURE",16,67145.3125,13708.25,12535.125
State,33,New Hampshire,512,"SHOULDER, ELBOW OR FOREARM PROC, EXC MAJOR JOINT PROC W/O CC/MCC",13,53496,10901.538462,9469.4615385
State,33,New Hampshire,513,"""HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WI",19,36992.263158,11931.368421,10737.368421
State,33,New Hampshire,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES W,22,91607.590909,24602.318182,23423.5
State,33,New Hampshire,516,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,74,67968.837838,14629.851351,12885.486486
State,33,New Hampshire,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES W,48,46778.3125,10576.833333,8808.9166667
State,33,New Hampshire,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,48,65325.333333,15589.729167,12471.291667
State,33,New Hampshire,520,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,24,53177.041667,12651.125,7158.875
State,33,New Hampshire,535,FRACTURES OF HIP AND PELVIS WITH MCC,51,32903.294118,8950.1960784,7685.5294118
State,33,New Hampshire,536,FRACTURES OF HIP & PELVIS W/O MCC,92,22331.467391,5782.2282609,4397.3043478
State,33,New Hampshire,539,OSTEOMYELITIS WITH MCC,15,53672.533333,16348,15149.733333
State,33,New Hampshire,540,OSTEOMYELITIS W CC,13,37670.923077,9491.5384615,8390.1538462
State,33,New Hampshire,542,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,42,37322.714286,13793.047619,12424.761905
State,33,New Hampshire,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MAL,63,32489.730159,7992.2857143,6903.5079365
State,33,New Hampshire,544,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,25,24476.64,5715.52,4418.96
State,33,New Hampshire,545,CONNECTIVE TISSUE DISORDERS WITH MCC,13,69182.153846,19362.153846,17761.153846
State,33,New Hampshire,546,CONNECTIVE TISSUE DISORDERS W CC,21,26393.761905,10012.380952,8933.6190476
State,33,New Hampshire,549,SEPTIC ARTHRITIS WITH CC,13,34174.153846,8670,7511.0769231
State,33,New Hampshire,551,MEDICAL BACK PROBLEMS WITH MCC,78,44230.820513,11700.589744,10317.820513
State,33,New Hampshire,552,MEDICAL BACK PROBLEMS W/O MCC,268,29728.503731,6826.4104478,5425.4253731
State,33,New Hampshire,554,BONE DISEASES & ARTHROPATHIES W/O MCC,52,24229.403846,6000.1153846,4752.8076923
State,33,New Hampshire,556,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,37,29278.567568,7138.8648649,5118.1351351
State,33,New Hampshire,557,"""TENDONITIS, MYOSITIS AND BURSITIS WITH MCC""",21,36269.952381,11049.619048,9786.4761905
State,33,New Hampshire,558,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",50,28082.52,6579.18,5133.04
State,33,New Hampshire,559,"""AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC""",16,43365.25,12442.6875,11492.8125
State,33,New Hampshire,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",14,25578.071429,8067.2857143,7181.2142857
State,33,New Hampshire,562,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",36,44296.388889,9876.7777778,8604.5833333
State,33,New Hampshire,563,"""FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS",110,27858.181818,6221.8090909,4947.7
State,33,New Hampshire,564,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,36,42441.833333,11336.472222,10142.111111
State,33,New Hampshire,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,44,21151.863636,7899.6818182,5987.3863636
State,33,New Hampshire,570,SKIN DEBRIDEMENT WITH MCC,14,53485.571429,20001.928571,18847.928571
State,33,New Hampshire,571,SKIN DEBRIDEMENT W CC,18,35785.055556,12208.388889,11094.444444
State,33,New Hampshire,579,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",24,65542.875,24578.541667,22214.166667
State,33,New Hampshire,580,"""OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC""",48,47422.604167,13163.854167,11232.854167
State,33,New Hampshire,581,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",13,32694.076923,9364.0769231,7918.6153846
State,33,New Hampshire,592,SKIN ULCERS WITH MCC,12,51499.666667,12623.75,11303.333333
State,33,New Hampshire,597,MALIGNANT BREAST DISORDERS W MCC,12,40427.333333,13007.083333,11524.583333
State,33,New Hampshire,602,CELLULITIS WITH MCC,130,31748.130769,10492.915385,9114.9846154
State,33,New Hampshire,603,CELLULITIS W/O MCC,431,20131.900232,6562.2227378,5280.3967517
State,33,New Hampshire,604,"""TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC""",17,42903.294118,14140.705882,9010.4705882
State,33,New Hampshire,605,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",65,29763.153846,6619.4615385,5257
State,33,New Hampshire,607,MINOR SKIN DISORDERS W/O MCC,25,21936.52,6436,5076.84
State,33,New Hampshire,616,"""AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC D",18,83896.166667,30478.611111,28920.444444
State,33,New Hampshire,617,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE, NUTRIT, & METABOL DIS W CC",88,63711,17021.806818,14848.465909
State,33,New Hampshire,620,O.R. PROCEDURES FOR OBESITY WITH CC,19,45111.210526,22034.842105,10077.210526
State,33,New Hampshire,621,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,52,65163.615385,13538.730769,8777.5192308
State,33,New Hampshire,623,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",26,43093.115385,17056.807692,13408.307692
State,33,New Hampshire,637,DIABETES W MCC,133,41894.977444,11698.150376,9992.1654135
State,33,New Hampshire,638,DIABETES WITH CC,239,23576.694561,7049.2343096,5566.8995816
State,33,New Hampshire,639,DIABETES W/O CC/MCC,36,16950.083333,5230.6111111,3484.4444444
State,33,New Hampshire,640,"""MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTR",301,33374.707641,9822.5016611,8284.6910299
State,33,New Hampshire,641,"MISC DISORDERS OF NUTRITION, METABOLISM, FLUIDS/ELECTROLYTES W/O MCC",308,23533.474026,5882.724026,4693.7337662
State,33,New Hampshire,643,ENDOCRINE DISORDERS W MCC,58,33805.913793,12608.724138,11021.603448
State,33,New Hampshire,644,ENDOCRINE DISORDERS WITH CC,52,24695.788462,7955.3846154,6430.8461538
State,33,New Hampshire,645,ENDOCRINE DISORDERS W/O CC/MCC,11,24654.818182,5886.0909091,4410.1818182
State,33,New Hampshire,653,MAJOR BLADDER PROCEDURES W MCC,16,170466.0625,52797.1875,45385.5
State,33,New Hampshire,654,MAJOR BLADDER PROCEDURES WITH CC,17,130854.47059,22244.058824,20986
State,33,New Hampshire,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,16,105324.5,44089.5,42400.1875
State,33,New Hampshire,657,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,41,70722,16297.804878,14102.463415
State,33,New Hampshire,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,31,49717.193548,13232.258065,10940.677419
